Scholarship_Name,Gender,Caste,Religion,Education,Income,ExServicemen,Disability,Sports,Percentage,Status
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,1030329,No,No,Yes,54.74,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,SSC,142371,No,No,No,59.4,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,289446,No,No,No,48.06,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,PhD,1072879,No,No,No,93.45,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,65452,No,No,No,98.8,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Undergraduate,542484,No,No,No,90.75,Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,HSC,881568,No,No,No,63.39,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,518651,No,No,No,47.39,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,667336,No,No,No,76.67,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,SSC,234495,No,No,No,66.6,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,772053,No,No,No,80.09,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,1136381,No,No,No,40.56,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,110541,No,No,No,54.69,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,467770,No,No,No,76.59,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,207346,No,No,No,97.26,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,1105044,No,No,Yes,48.93,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,540662,No,No,No,63.39,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Diploma,733683,No,No,No,62.23,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,348054,No,No,Yes,62.18,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,HSC,1074669,No,No,No,70.75,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,84125,No,No,No,79.87,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,864710,No,No,Yes,51.83,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,260225,No,No,No,98.61,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,201083,No,No,No,96.46,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,152136,No,No,No,88.28,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,667174,No,No,No,77.58,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,777443,No,No,No,82.75,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Diploma,230938,No,No,No,89.58,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,1151962,No,No,No,89.57,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Postgraduate,257044,No,No,No,61.77,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,823998,No,No,No,87.1,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,457251,No,No,No,91.66,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,311794,No,No,No,93.91,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,452135,No,No,No,56.6,Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Postgraduate,429807,No,No,No,89.63,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,348655,No,No,No,93.74,Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,Undergraduate,500165,Yes,No,No,97.35,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,713663,No,No,No,46.02,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,960202,No,No,No,96.74,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,1079158,No,No,Yes,40.98,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,683833,No,No,No,77.53,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,214483,No,No,No,47.23,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,439995,No,No,No,47.29,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,818989,No,No,No,51.67,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,812409,No,No,Yes,98.37,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,900439,No,No,Yes,76.39,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,418258,No,No,No,81.05,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,SSC,1124310,No,No,No,78.41,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,PhD,741972,No,No,No,60.17,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Diploma,977399,No,No,No,73.86,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,487010,No,No,Yes,52.67,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,1025498,No,No,No,76.08,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,382048,No,No,No,89.95,Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Jain,Postgraduate,155500,Yes,No,No,80.36,Eligible
State Minority Scholarship Part II,Male,Open,Christian,Diploma,986172,No,No,No,88.28,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,331971,No,No,No,67.81,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,1078549,No,No,Yes,81.25,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,SC,Hindu,Diploma,595757,Yes,No,No,71.32,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,44935,No,No,No,89.36,Eligible
Education Concession to Children of Ex-Servicemen,Female,ST,Hindu,Postgraduate,119511,Yes,No,No,58.77,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,872041,No,No,Yes,74.39,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,HSC,714579,No,No,No,95.59,Eligible
Education Concession to Children of Ex-Servicemen,Female,SBC,Hindu,HSC,839657,Yes,No,No,88.52,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,78624,No,No,No,77.9,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,524853,No,No,No,72.86,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,464152,No,No,No,63.7,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Diploma,784585,No,No,No,74.11,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,935516,No,No,No,65.86,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,392543,No,No,No,49.5,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,PhD,939839,No,No,No,84.62,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,288281,No,No,No,63.25,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,300629,No,No,No,52.12,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,1183754,No,No,No,54.12,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,110053,No,No,No,54.9,Eligible
State Minority Scholarship Part II,Male,Open,Christian,Undergraduate,740803,No,No,No,88.51,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Undergraduate,490108,No,No,No,73.33,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,333168,No,No,Yes,71.44,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Postgraduate,1065480,No,No,Yes,74.81,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,220943,No,No,No,96.63,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,218528,No,No,No,46.28,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,SSC,1115211,No,No,No,79.18,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,1051009,No,No,No,94.47,Not Eligible
State Minority Scholarship Part II,Male,Open,Jain,Postgraduate,136020,No,No,No,65.88,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,560957,No,No,No,47.61,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,992717,No,No,Yes,53.37,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Diploma,1170405,No,No,Yes,43.71,Not Eligible
State Minority Scholarship Part II,Female,Open,Muslim,Diploma,1015701,No,No,Yes,95.78,Not Eligible
State Minority Scholarship Part II,Female,Open,Muslim,PhD,398096,No,No,No,42.7,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,200121,No,No,Yes,89.22,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,67760,No,No,No,87.22,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,PhD,971389,No,No,No,98.96,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,855036,No,No,No,94.92,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,1096427,No,No,No,88.49,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,1177190,No,No,No,68.72,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Diploma,91529,No,Yes,No,58.41,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,359157,No,No,Yes,61.51,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,596482,No,No,No,41.47,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,ST,Hindu,Diploma,331659,Yes,No,No,65.11,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,207261,No,Yes,No,97.35,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,443682,No,No,No,70.0,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,206864,No,No,No,83.32,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,893080,No,No,No,93.89,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,1195382,No,No,No,47.48,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,860533,No,No,No,79.43,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,781363,No,No,Yes,92.48,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Diploma,648622,No,No,Yes,40.66,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,PhD,221104,No,No,No,52.19,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Postgraduate,372800,No,No,No,90.55,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,91250,No,No,No,55.53,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,563370,No,No,No,61.6,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,411385,No,No,Yes,68.53,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,1087583,No,No,No,79.2,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,431060,No,No,No,53.13,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,1150994,No,No,Yes,54.77,Not Eligible
State Minority Scholarship Part II,Male,Open,Jain,Postgraduate,1172737,No,No,Yes,98.9,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,HSC,1063315,No,No,No,88.98,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,SSC,190277,No,No,Yes,59.08,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,1079052,No,No,No,41.03,Not Eligible
State Minority Scholarship Part II,Female,Open,Muslim,HSC,997024,No,No,No,41.83,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Undergraduate,733456,No,No,Yes,85.36,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,1116189,No,No,No,61.39,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,HSC,621831,No,No,No,96.47,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,997410,No,No,No,41.16,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,1033598,No,No,Yes,94.05,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,1087663,No,No,No,71.08,Not Eligible
State Minority Scholarship Part II,Female,Open,Muslim,Postgraduate,403897,No,No,Yes,60.99,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,669721,No,Yes,Yes,41.33,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,840959,No,No,No,55.3,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,SC,Hindu,HSC,95192,Yes,No,No,59.36,Eligible
State Minority Scholarship Part II,Male,Open,Muslim,SSC,434747,No,No,No,71.73,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,269537,No,No,No,58.92,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,982632,No,No,No,46.68,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,257743,No,No,No,91.36,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,757960,No,No,No,40.65,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,HSC,1049953,No,No,No,67.61,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,103480,No,No,Yes,67.55,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,442303,No,No,No,61.52,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,PhD,925943,No,No,No,46.29,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,SSC,409238,No,No,No,79.69,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,1103263,No,No,No,46.23,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,605212,No,No,No,92.77,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Undergraduate,416288,No,No,No,92.48,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,92006,No,No,No,94.59,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,HSC,819623,No,No,No,46.01,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Postgraduate,79336,No,No,No,67.5,Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,PhD,940805,No,No,No,70.29,Not Eligible
State Minority Scholarship Part II,Male,Open,Christian,SSC,128301,No,No,No,73.41,Eligible
State Minority Scholarship Part II,Female,Open,Muslim,Diploma,281326,No,No,No,61.09,Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,SSC,1188507,Yes,No,No,70.94,Not Eligible
State Minority Scholarship Part II,Male,Open,Sikh,Postgraduate,213247,No,No,Yes,54.34,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Undergraduate,815196,No,No,No,200.0,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,380757,No,No,No,73.65,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,630000,No,No,No,55.35,Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,Undergraduate,1027195,No,No,No,49.26,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,681512,No,No,No,45.28,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,EWS,Hindu,SSC,49352,Yes,No,No,41.56,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,98728,No,No,No,60.69,Eligible
State Minority Scholarship Part II,Female,Open,Jain,SSC,776783,No,No,No,85.56,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,1068716,No,No,No,59.2,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,1149505,No,No,No,58.4,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,113951,No,No,No,73.24,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Undergraduate,745066,No,No,No,83.15,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Undergraduate,93249,No,No,No,83.96,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,SSC,1147414,No,No,No,68.19,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,418458,No,No,No,92.74,Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,Diploma,431257,Yes,No,No,79.76,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,254600,No,Yes,No,69.98,Eligible
State Minority Scholarship Part II,Male,Open,Muslim,PhD,766698,No,No,No,97.68,Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,HSC,862225,No,No,No,89.27,Not Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,Undergraduate,863666,No,No,No,98.47,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Postgraduate,860058,No,No,No,76.82,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Postgraduate,406077,No,No,No,85.69,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,197627,No,No,Yes,61.7,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,549638,No,No,No,44.59,Not Eligible
State Minority Scholarship Part II,Male,Open,Jain,PhD,535785,No,No,No,53.58,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,PhD,933679,No,No,No,76.56,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,SSC,319926,No,No,No,98.18,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,Undergraduate,339750,No,Yes,No,85.38,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Diploma,581716,No,No,No,96.11,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,490531,No,No,No,83.78,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,SSC,597072,No,No,No,68.8,Eligible
State Minority Scholarship Part II,Female,Open,Sikh,SSC,1174942,No,No,No,72.71,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Postgraduate,124471,No,No,No,88.69,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,198997,No,No,No,94.16,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Postgraduate,354797,No,No,Yes,62.71,Eligible
State Minority Scholarship Part II,Male,Open,Jain,HSC,196809,No,No,No,97.55,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,885930,No,No,No,88.88,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,34735,No,No,No,80.35,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,814629,No,Yes,No,81.3,Not Eligible
State Minority Scholarship Part II,Female,Open,Buddhist,HSC,104697,No,No,No,74.2,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,SSC,410795,No,No,Yes,92.6,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Postgraduate,441837,No,No,No,60.44,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Diploma,278416,No,No,No,98.51,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,982710,No,No,No,81.34,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,HSC,979180,No,No,No,43.77,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,Diploma,1180351,No,No,No,47.11,Not Eligible
State Minority Scholarship Part II,Male,Open,Buddhist,SSC,1189309,No,Yes,No,68.41,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,SSC,975502,No,No,No,55.84,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,1118441,No,No,No,95.76,Not Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Postgraduate,335290,No,No,No,74.93,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,767945,No,No,No,77.44,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,254730,No,No,Yes,60.56,Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,PhD,152587,No,No,No,89.96,Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,HSC,109488,No,No,No,87.97,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,SSC,394091,No,No,Yes,79.08,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Diploma,228518,No,No,No,87.37,Eligible
State Minority Scholarship Part II,Male,Open,Christian,PhD,851142,No,No,No,48.15,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,PhD,501235,No,No,No,44.96,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,Open,Christian,Diploma,1197236,Yes,No,Yes,55.82,Not Eligible
Post Matric Scholarship to SBC Students,Female,SBC,Hindu,PhD,209680,No,No,No,89.41,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,518709,No,No,No,63.63,Eligible
Education Concession to Children of Ex-Servicemen,Female,Open,Buddhist,HSC,267244,Yes,No,No,71.31,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,Diploma,893397,No,No,No,91.42,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,EWS,Hindu,Undergraduate,348711,No,No,No,49.78,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,PhD,959709,No,No,No,68.31,Not Eligible
Education Concession to Children of Ex-Servicemen,Male,Open,Buddhist,PhD,564111,Yes,No,No,48.11,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Diploma,758452,No,No,No,72.42,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,83442,No,No,No,42.72,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,Postgraduate,960988,No,No,Yes,41.58,Not Eligible
Post Matric Scholarship to OBC Students,Male,OBC,Hindu,SSC,1149684,No,No,Yes,94.01,Not Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,SSC,430012,No,No,No,47.19,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,PhD,580249,No,No,No,78.42,Eligible
Post Matric Scholarship to OBC Students,Female,OBC,Hindu,HSC,943496,No,No,No,69.04,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,928588,No,No,No,84.13,Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Diploma,899325,No,No,No,43.33,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Postgraduate,1071187,No,No,Yes,58.15,Not Eligible
Education Concession to Children of Ex-Servicemen,Female,EWS,Hindu,Postgraduate,463219,Yes,No,No,70.51,Eligible
State Minority Scholarship Part II,Female,Open,Jain,Undergraduate,869211,No,No,No,93.07,Not Eligible
Post Matric Scholarship to SBC Students,Male,SBC,Hindu,Diploma,1151461,No,No,No,79.18,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,PhD,977780,No,Yes,No,69.99,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Undergraduate,928589,No,No,No,74.6,Not Eligible
Govt. of India Post-Matric Scholarship,Male,SC,Hindu,Undergraduate,382321,No,No,No,80.52,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,EWS,Hindu,HSC,746385,No,No,No,76.58,Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Undergraduate,1120685,No,No,No,84.34,Not Eligible
Post Matric Scholarship to VJNT Students,Female,VJNT,Hindu,Postgraduate,612112,No,No,No,54.45,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,PhD,214243,Yes,No,No,63.21,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,Undergraduate,878706,No,No,No,58.75,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,1029180,No,No,No,55.3,Not Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,Diploma,186540,No,No,No,54.77,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,Open,Hindu,HSC,654129,No,No,No,56.76,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,SSC,65625,Yes,No,No,96.91,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,HSC,494464,No,No,No,91.88,Eligible
Govt. of India Post-Matric Scholarship,Female,SC,Hindu,Diploma,478322,No,No,No,74.78,Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Male,ST,Hindu,HSC,682974,No,No,No,74.32,Eligible
Education Concession to Children of Ex-Servicemen,Male,OBC,Hindu,SSC,1094005,Yes,No,No,65.74,Not Eligible
Rajarshi Chhatrapati Shahu Maharaj EBC Scheme,Female,ST,Hindu,Undergraduate,518497,No,No,No,65.22,Eligible
Post Matric Scholarship to VJNT Students,Male,VJNT,Hindu,PhD,728906,No,Yes,Yes,41.37,Not Eligible
